Sun_x,Sun_y, Merc_x,Merc_y, Earth_x,Earth_y, Jup_x,Jup_y
3.264790e+07,4.945895e+06, -1.792816e+10,5.322123e+10, -1.401638e+11,-5.364455e+10, 7.452587e+11,2.246913e+11
3.295807e+07,5.007792e+06, -2.193731e+10,5.176307e+10, -1.392454e+11,-5.603959e+10, 7.449315e+11,2.257715e+11
3.326959e+07,5.070141e+06, -2.582405e+10,5.001652e+10, -1.382862e+11,-5.841822e+10, 7.446027e+11,2.268511e+11
3.358246e+07,5.132940e+06, -2.956726e+10,4.799239e+10, -1.372864e+11,-6.077974e+10, 7.442723e+11,2.279303e+11
3.389667e+07,5.196186e+06, -3.314689e+10,4.570306e+10, -1.362466e+11,-6.312348e+10, 7.439404e+11,2.290090e+11
3.421222e+07,5.259877e+06, -3.654404e+10,4.316242e+10, -1.351668e+11,-6.544876e+10, 7.436069e+11,2.300872e+11
3.452911e+07,5.324012e+06, -3.974109e+10,4.038568e+10, -1.340475e+11,-6.775490e+10, 7.432718e+11,2.311649e+11
3.484734e+07,5.388587e+06, -4.272177e+10,3.738929e+10, -1.328890e+11,-7.004123e+10, 7.429352e+11,2.322422e+11
3.516691e+07,5.453600e+06, -4.547127e+10,3.419077e+10, -1.316917e+11,-7.230711e+10, 7.425971e+11,2.333189e+11
3.548780e+07,5.519048e+06, -4.797630e+10,3.080861e+10, -1.304559e+11,-7.455186e+10, 7.422573e+11,2.343952e+11
3.581003e+07,5.584928e+06, -5.022512e+10,2.726206e+10, -1.291821e+11,-7.677485e+10, 7.419160e+11,2.354710e+11
3.613359e+07,5.651237e+06, -5.220759e+10,2.357108e+10, -1.278705e+11,-7.897543e+10, 7.415732e+11,2.365462e+11
3.645848e+07,5.717972e+06, -5.391516e+10,1.975610e+10, -1.265216e+11,-8.115298e+10, 7.412288e+11,2.376210e+11
3.678470e+07,5.785129e+06, -5.534094e+10,1.583796e+10, -1.251358e+11,-8.330686e+10, 7.408828e+11,2.386953e+11
3.711224e+07,5.852706e+06, -5.647963e+10,1.183774e+10, -1.237135e+11,-8.543645e+10, 7.405353e+11,2.397691e+11
3.744112e+07,5.920699e+06, -5.732753e+10,7.776648e+09, -1.222552e+11,-8.754115e+10, 7.401862e+11,2.408424e+11
3.777132e+07,5.989104e+06, -5.788251e+10,3.675878e+09, -1.207612e+11,-8.962035e+10, 7.398355e+11,2.419151e+11
3.810285e+07,6.057920e+06, -5.814400e+10,-4.434889e+08, -1.192321e+11,-9.167345e+10, 7.394834e+11,2.429874e+11
3.843571e+07,6.127143e+06, -5.811290e+10,-4.560595e+09, -1.176683e+11,-9.369987e+10, 7.391296e+11,2.440592e+11
3.876991e+07,6.196769e+06, -5.779156e+10,-8.654907e+09, -1.160702e+11,-9.569902e+10, 7.387743e+11,2.451304e+11
3.910543e+07,6.266796e+06, -5.718373e+10,-1.270631e+10, -1.144383e+11,-9.767033e+10, 7.384174e+11,2.462011e+11
3.944229e+07,6.337221e+06, -5.629447e+10,-1.669520e+10, -1.127731e+11,-9.961324e+10, 7.380590e+11,2.472713e+11
3.978049e+07,6.408042e+06, -5.513013e+10,-2.060253e+10, -1.110752e+11,-1.015272e+11, 7.376991e+11,2.483410e+11
4.012002e+07,6.479255e+06, -5.369826e+10,-2.440992e+10, -1.093449e+11,-1.034116e+11, 7.373376e+11,2.494102e+11
4.046090e+07,6.550859e+06, -5.200754e+10,-2.809970e+10, -1.075829e+11,-1.052660e+11, 7.369745e+11,2.504788e+11
4.080312e+07,6.622852e+06, -5.006771e+10,-3.165496e+10, -1.057896e+11,-1.070899e+11, 7.366099e+11,2.515469e+11
4.114668e+07,6.695230e+06, -4.788952e+10,-3.505962e+10, -1.039656e+11,-1.088826e+11, 7.362438e+11,2.526145e+11
4.149159e+07,6.767992e+06, -4.548467e+10,-3.829845e+10, -1.021114e+11,-1.106437e+11, 7.358761e+11,2.536816e+11
4.183785e+07,6.841137e+06, -4.286570e+10,-4.135712e+10, -1.002276e+11,-1.123728e+11, 7.355068e+11,2.547481e+11
4.218547e+07,6.914663e+06, -4.004596e+10,-4.422224e+10, -9.831466e+10,-1.140692e+11, 7.351360e+11,2.558141e+11
4.253444e+07,6.988569e+06, -3.703952e+10,-4.688138e+10, -9.637322e+10,-1.157326e+11, 7.347637e+11,2.568795e+11
4.288478e+07,7.062852e+06, -3.386114e+10,-4.932310e+10, -9.440384e+10,-1.173624e+11, 7.343898e+11,2.579445e+11
4.323648e+07,7.137514e+06, -3.052616e+10,-5.153699e+10, -9.240707e+10,-1.189582e+11, 7.340144e+11,2.590088e+11
4.358955e+07,7.212551e+06, -2.705048e+10,-5.351363e+10, -9.038352e+10,-1.205195e+11, 7.336374e+11,2.600726e+11
4.394399e+07,7.287965e+06, -2.345046e+10,-5.524467e+10, -8.833378e+10,-1.220459e+11, 7.332589e+11,2.611359e+11
4.429980e+07,7.363754e+06, -1.974292e+10,-5.672283e+10, -8.625844e+10,-1.235369e+11, 7.328789e+11,2.621986e+11
4.465700e+07,7.439919e+06, -1.594500e+10,-5.794190e+10, -8.415811e+10,-1.249922e+11, 7.324973e+11,2.632608e+11
4.501558e+07,7.516459e+06, -1.207418e+10,-5.889672e+10, -8.203341e+10,-1.264113e+11, 7.321141e+11,2.643224e+11
4.537554e+07,7.593375e+06, -8.148153e+09,-5.958327e+10, -7.988496e+10,-1.277939e+11, 7.317295e+11,2.653835e+11
4.573690e+07,7.670668e+06, -4.184834e+09,-5.999860e+10, -7.771338e+10,-1.291394e+11, 7.313433e+11,2.664440e+11
4.609966e+07,7.748337e+06, -2.022629e+08,-6.014085e+10, -7.551931e+10,-1.304476e+11, 7.309555e+11,2.675040e+11
4.646381e+07,7.826384e+06, 3.781440e+09,-6.000932e+10, -7.330339e+10,-1.317181e+11, 7.305662e+11,2.685634e+11
4.682937e+07,7.904809e+06, 7.748129e+09,-5.960437e+10, -7.106626e+10,-1.329504e+11, 7.301754e+11,2.696222e+11
4.719634e+07,7.983615e+06, 1.167969e+10,-5.892750e+10, -6.880857e+10,-1.341444e+11, 7.297831e+11,2.706804e+11
4.756472e+07,8.062803e+06, 1.555810e+10,-5.798133e+10, -6.653097e+10,-1.352996e+11, 7.293892e+11,2.717381e+11
4.793452e+07,8.142375e+06, 1.936548e+10,-5.676960e+10, -6.423414e+10,-1.364156e+11, 7.289938e+11,2.727952e+11
4.830574e+07,8.222331e+06, 2.308415e+10,-5.529714e+10, -6.191874e+10,-1.374923e+11, 7.285968e+11,2.738518e+11
4.867838e+07,8.302676e+06, 2.669671e+10,-5.356992e+10, -5.958544e+10,-1.385292e+11, 7.281983e+11,2.749078e+11
4.905246e+07,8.383411e+06, 3.018608e+10,-5.159501e+10, -5.723491e+10,-1.395262e+11, 7.277983e+11,2.759631e+11
4.942796e+07,8.464538e+06, 3.353557e+10,-4.938057e+10, -5.486784e+10,-1.404828e+11, 7.273968e+11,2.770180e+11
4.980490e+07,8.546061e+06, 3.672893e+10,-4.693586e+10, -5.248492e+10,-1.413989e+11, 7.269937e+11,2.780722e+11
5.018329e+07,8.627983e+06, 3.975046e+10,-4.427123e+10, -5.008683e+10,-1.422742e+11, 7.265891e+11,2.791258e+11
5.056312e+07,8.710306e+06, 4.258502e+10,-4.139806e+10, -4.767427e+10,-1.431084e+11, 7.261830e+11,2.801789e+11
5.094440e+07,8.793035e+06, 4.521815e+10,-3.832880e+10, -4.524793e+10,-1.439013e+11, 7.257753e+11,2.812314e+11
5.132713e+07,8.876173e+06, 4.763612e+10,-3.507691e+10, -4.280852e+10,-1.446526e+11, 7.253662e+11,2.822832e+11
5.171131e+07,8.959725e+06, 4.982600e+10,-3.165683e+10, -4.035675e+10,-1.453622e+11, 7.249555e+11,2.833345e+11
5.209695e+07,9.043693e+06, 5.177573e+10,-2.808398e+10, -3.789331e+10,-1.460299e+11, 7.245432e+11,2.843852e+11
5.248406e+07,9.128082e+06, 5.347421e+10,-2.437466e+10, -3.541893e+10,-1.466555e+11, 7.241295e+11,2.854353e+11
5.287263e+07,9.212897e+06, 5.491138e+10,-2.054607e+10, -3.293432e+10,-1.472388e+11, 7.237142e+11,2.864848e+11
5.326267e+07,9.298142e+06, 5.607828e+10,-1.661621e+10, -3.044019e+10,-1.477796e+11, 7.232974e+11,2.875337e+11
5.365418e+07,9.383822e+06, 5.696712e+10,-1.260383e+10, -2.793727e+10,-1.482777e+11, 7.228791e+11,2.885820e+11
5.404716e+07,9.469943e+06, 5.757139e+10,-8.528386e+09, -2.542628e+10,-1.487332e+11, 7.224593e+11,2.896296e+11
5.444162e+07,9.556508e+06, 5.788586e+10,-4.409923e+09, -2.290794e+10,-1.491457e+11, 7.220380e+11,2.906767e+11
5.483755e+07,9.643524e+06, 5.790674e+10,-2.690220e+08, -2.038298e+10,-1.495152e+11, 7.216151e+11,2.917232e+11
5.523497e+07,9.730995e+06, 5.763167e+10,3.873305e+09, -1.785212e+10,-1.498416e+11, 7.211907e+11,2.927690e+11
5.563386e+07,9.818926e+06, 5.705980e+10,7.995716e+09, -1.531610e+10,-1.501249e+11, 7.207648e+11,2.938142e+11
5.603423e+07,9.907324e+06, 5.619186e+10,1.207665e+10, -1.277565e+10,-1.503648e+11, 7.203374e+11,2.948588e+11
5.643609e+07,9.996194e+06, 5.503019e+10,1.609444e+10, -1.023150e+10,-1.505614e+11, 7.199085e+11,2.959028e+11
5.683943e+07,1.008554e+07, 5.357875e+10,2.002746e+10, -7.684380e+09,-1.507146e+11, 7.194780e+11,2.969462e+11
5.724425e+07,1.017537e+07, 5.184318e+10,2.385421e+10, -5.135029e+09,-1.508243e+11, 7.190461e+11,2.979889e+11
5.765056e+07,1.026569e+07, 4.983079e+10,2.755350e+10, -2.584180e+09,-1.508906e+11, 7.186126e+11,2.990311e+11
5.805835e+07,1.035650e+07, 4.755059e+10,3.110458e+10, -3.256923e+07,-1.509133e+11, 7.181776e+11,3.000726e+11
5.846763e+07,1.044781e+07, 4.501321e+10,3.448730e+10, 2.519069e+09,-1.508926e+11, 7.177412e+11,3.011134e+11
5.887838e+07,1.053963e+07, 4.223094e+10,3.768220e+10, 5.070000e+09,-1.508283e+11, 7.173032e+11,3.021536e+11
5.929062e+07,1.063195e+07, 3.921767e+10,4.067074e+10, 7.619486e+09,-1.507206e+11, 7.168637e+11,3.031932e+11
5.970434e+07,1.072479e+07, 3.598877e+10,4.343538e+10, 1.016680e+10,-1.505694e+11, 7.164227e+11,3.042322e+11
6.011953e+07,1.081815e+07, 3.256109e+10,4.595979e+10, 1.271119e+10,-1.503749e+11, 7.159801e+11,3.052705e+11
6.053621e+07,1.091204e+07, 2.895284e+10,4.822890e+10, 1.525194e+10,-1.501369e+11, 7.155361e+11,3.063082e+11
6.095436e+07,1.100645e+07, 2.518347e+10,5.022910e+10, 1.778831e+10,-1.498557e+11, 7.150906e+11,3.073452e+11
6.137398e+07,1.110140e+07, 2.127354e+10,5.194836e+10, 2.031957e+10,-1.495313e+11, 7.146436e+11,3.083816e+11
6.179507e+07,1.119688e+07, 1.724463e+10,5.337627e+10, 2.284500e+10,-1.491637e+11, 7.141950e+11,3.094173e+11
6.221763e+07,1.129291e+07, 1.311913e+10,5.450421e+10, 2.536385e+10,-1.487531e+11, 7.137450e+11,3.104524e+11
6.264166e+07,1.138948e+07, 8.920130e+09,5.532538e+10, 2.787541e+10,-1.482997e+11, 7.132935e+11,3.114868e+11
6.306715e+07,1.148660e+07, 4.671221e+09,5.583487e+10, 3.037894e+10,-1.478034e+11, 7.128405e+11,3.125206e+11
6.349410e+07,1.158427e+07, 3.963406e+08,5.602974e+10, 3.287374e+10,-1.472645e+11, 7.123859e+11,3.135537e+11
6.392250e+07,1.168249e+07, -3.880413e+09,5.590897e+10, 3.535907e+10,-1.466832e+11, 7.119299e+11,3.145862e+11
6.435237e+07,1.178127e+07, -8.134962e+09,5.547354e+10, 3.783422e+10,-1.460595e+11, 7.114724e+11,3.156180e+11
6.478368e+07,1.188061e+07, -1.234342e+10,5.472638e+10, 4.029847e+10,-1.453936e+11, 7.110134e+11,3.166491e+11
6.521644e+07,1.198051e+07, -1.648228e+10,5.367232e+10, 4.275112e+10,-1.446858e+11, 7.105529e+11,3.176796e+11
6.565065e+07,1.208097e+07, -2.052858e+10,5.231809e+10, 4.519145e+10,-1.439363e+11, 7.100909e+11,3.187094e+11
6.608631e+07,1.218199e+07, -2.446004e+10,5.067220e+10, 4.761875e+10,-1.431452e+11, 7.096274e+11,3.197385e+11
6.652341e+07,1.228358e+07, -2.825525e+10,4.874489e+10, 5.003233e+10,-1.423127e+11, 7.091624e+11,3.207670e+11
6.696194e+07,1.238573e+07, -3.189380e+10,4.654802e+10, 5.243148e+10,-1.414392e+11, 7.086959e+11,3.217948e+11
6.740192e+07,1.248845e+07, -3.535639e+10,4.409495e+10, 5.481551e+10,-1.405248e+11, 7.082279e+11,3.228219e+11
6.784333e+07,1.259173e+07, -3.862498e+10,4.140046e+10, 5.718373e+10,-1.395699e+11, 7.077585e+11,3.238483e+11
6.828617e+07,1.269558e+07, -4.168284e+10,3.848056e+10, 5.953545e+10,-1.385746e+11, 7.072875e+11,3.248741e+11
6.873045e+07,1.280000e+07, -4.451467e+10,3.535242e+10, 6.187000e+10,-1.375393e+11, 7.068151e+11,3.258991e+11
6.917616e+07,1.290498e+07, -4.710666e+10,3.203416e+10, 6.418668e+10,-1.364642e+11, 7.063412e+11,3.269235e+11
6.962330e+07,1.301052e+07, -4.944655e+10,2.854479e+10, 6.648484e+10,-1.353497e+11, 7.058658e+11,3.279472e+11
7.007187e+07,1.311664e+07, -5.152365e+10,2.490399e+10, 6.876380e+10,-1.341960e+11, 7.053889e+11,3.289702e+11
7.052187e+07,1.322331e+07, -5.332888e+10,2.113204e+10, 7.102289e+10,-1.330036e+11, 7.049105e+11,3.299925e+11
7.097330e+07,1.333056e+07, -5.485477e+10,1.724961e+10, 7.326147e+10,-1.317726e+11, 7.044307e+11,3.310142e+11
7.142616e+07,1.343836e+07, -5.609546e+10,1.327768e+10, 7.547887e+10,-1.305036e+11, 7.039493e+11,3.320351e+11
7.188044e+07,1.354673e+07, -5.704672e+10,9.237404e+09, 7.767447e+10,-1.291968e+11, 7.034665e+11,3.330553e+11
7.233616e+07,1.365567e+07, -5.770586e+10,5.149955e+09, 7.984760e+10,-1.278526e+11, 7.029822e+11,3.340748e+11
7.279331e+07,1.376517e+07, -5.807177e+10,1.036438e+09, 8.199764e+10,-1.264713e+11, 7.024965e+11,3.350937e+11
7.325189e+07,1.387523e+07, -5.814482e+10,-3.082229e+09, 8.412396e+10,-1.250535e+11, 7.020092e+11,3.361118e+11
7.371190e+07,1.398585e+07, -5.792684e+10,-7.185419e+09, 8.622594e+10,-1.235994e+11, 7.015205e+11,3.371292e+11
7.417335e+07,1.409704e+07, -5.742110e+10,-1.125289e+10, 8.830297e+10,-1.221095e+11, 7.010303e+11,3.381459e+11
7.463623e+07,1.420879e+07, -5.663216e+10,-1.526486e+10, 9.035443e+10,-1.205843e+11, 7.005386e+11,3.391619e+11
7.510056e+07,1.432110e+07, -5.556593e+10,-1.920212e+10, 9.237973e+10,-1.190240e+11, 7.000455e+11,3.401772e+11
7.556632e+07,1.443398e+07, -5.422949e+10,-2.304606e+10, 9.437826e+10,-1.174293e+11, 6.995509e+11,3.411917e+11
7.603352e+07,1.454741e+07, -5.263112e+10,-2.677877e+10, 9.634945e+10,-1.158005e+11, 6.990548e+11,3.422056e+11
7.650217e+07,1.466142e+07, -5.078016e+10,-3.038308e+10, 9.829272e+10,-1.141381e+11, 6.985573e+11,3.432187e+11
7.697226e+07,1.477599e+07, -4.868698e+10,-3.384262e+10, 1.002075e+11,-1.124426e+11, 6.980582e+11,3.442311e+11
7.744380e+07,1.489112e+07, -4.636293e+10,-3.714185e+10, 1.020932e+11,-1.107144e+11, 6.975577e+11,3.452428e+11
7.791680e+07,1.500683e+07, -4.382022e+10,-4.026614e+10, 1.039493e+11,-1.089541e+11, 6.970558e+11,3.462537e+11
7.839125e+07,1.512310e+07, -4.107189e+10,-4.320175e+10, 1.057752e+11,-1.071621e+11, 6.965524e+11,3.472640e+11
7.886716e+07,1.523994e+07, -3.813174e+10,-4.593590e+10, 1.075704e+11,-1.053390e+11, 6.960475e+11,3.482735e+11
7.934453e+07,1.535735e+07, -3.501426e+10,-4.845681e+10, 1.093344e+11,-1.034853e+11, 6.955411e+11,3.492822e+11
7.982336e+07,1.547533e+07, -3.173457e+10,-5.075366e+10, 1.110666e+11,-1.016015e+11, 6.950333e+11,3.502903e+11
8.030366e+07,1.559389e+07, -2.830834e+10,-5.281667e+10, 1.127665e+11,-9.968815e+10, 6.945241e+11,3.512976e+11
8.078542e+07,1.571303e+07, -2.475176e+10,-5.463711e+10, 1.144337e+11,-9.774579e+10, 6.940133e+11,3.523041e+11
8.126867e+07,1.583275e+07, -2.108148e+10,-5.620729e+10, 1.160676e+11,-9.577497e+10, 6.935011e+11,3.533099e+11
8.175339e+07,1.595305e+07, -1.731449e+10,-5.752058e+10, 1.176677e+11,-9.377626e+10, 6.929875e+11,3.543150e+11
8.223958e+07,1.607393e+07, -1.346816e+10,-5.857144e+10, 1.192336e+11,-9.175025e+10, 6.924724e+11,3.553194e+11
8.272727e+07,1.619540e+07, -9.560107e+09,-5.935541e+10, 1.207647e+11,-8.969750e+10, 6.919558e+11,3.563229e+11
8.321643e+07,1.631747e+07, -5.608154e+09,-5.986912e+10, 1.222607e+11,-8.761860e+10, 6.914378e+11,3.573258e+11
8.370709e+07,1.644013e+07, -1.630301e+09,-6.011032e+10, 1.237211e+11,-8.551415e+10, 6.909183e+11,3.583278e+11
8.419924e+07,1.656339e+07, 2.355355e+09,-6.007786e+10, 1.251455e+11,-8.338477e+10, 6.903974e+11,3.593292e+11
8.469289e+07,1.668725e+07, 6.330668e+09,-5.977168e+10, 1.265333e+11,-8.123104e+10, 6.898750e+11,3.603297e+11
8.518804e+07,1.681172e+07, 1.027750e+10,-5.919287e+10, 1.278843e+11,-7.905361e+10, 6.893512e+11,3.613296e+11
8.568469e+07,1.693679e+07, 1.417778e+10,-5.834361e+10, 1.291979e+11,-7.685309e+10, 6.888259e+11,3.623286e+11
8.618284e+07,1.706249e+07, 1.801356e+10,-5.722721e+10, 1.304738e+11,-7.463012e+10, 6.882992e+11,3.633269e+11
8.668251e+07,1.718880e+07, 2.176706e+10,-5.584811e+10, 1.317117e+11,-7.238533e+10, 6.877710e+11,3.643244e+11
8.718368e+07,1.731574e+07, 2.542077e+10,-5.421184e+10, 1.329110e+11,-7.011939e+10, 6.872414e+11,3.653212e+11
8.768637e+07,1.744330e+07, 2.895745e+10,-5.232506e+10, 1.340716e+11,-6.783293e+10, 6.867104e+11,3.663172e+11
8.819058e+07,1.757151e+07, 3.236024e+10,-5.019553e+10, 1.351929e+11,-6.552662e+10, 6.861779e+11,3.673124e+11
8.869631e+07,1.770035e+07, 3.561272e+10,-4.783212e+10, 1.362747e+11,-6.320113e+10, 6.856439e+11,3.683069e+11
8.920356e+07,1.782984e+07, 3.869894e+10,-4.524476e+10, 1.373166e+11,-6.085713e+10, 6.851085e+11,3.693006e+11
8.971234e+07,1.795998e+07, 4.160353e+10,-4.244448e+10, 1.383184e+11,-5.849530e+10, 6.845717e+11,3.702935e+11
9.022264e+07,1.809078e+07, 4.431176e+10,-3.944334e+10, 1.392796e+11,-5.611633e+10, 6.840334e+11,3.712856e+11
9.073447e+07,1.822224e+07, 4.680959e+10,-3.625445e+10, 1.402001e+11,-5.372090e+10, 6.834937e+11,3.722769e+11
9.124784e+07,1.835438e+07, 4.908377e+10,-3.289191e+10, 1.410794e+11,-5.130971e+10, 6.829526e+11,3.732675e+11
9.176274e+07,1.848719e+07, 5.112189e+10,-2.937080e+10, 1.419174e+11,-4.888346e+10, 6.824100e+11,3.742573e+11
9.227917e+07,1.862069e+07, 5.291249e+10,-2.570713e+10, 1.427138e+11,-4.644285e+10, 6.818660e+11,3.752463e+11
9.279714e+07,1.875488e+07, 5.444509e+10,-2.191781e+10, 1.434683e+11,-4.398861e+10, 6.813206e+11,3.762345e+11
9.331665e+07,1.888976e+07, 5.571031e+10,-1.802057e+10, 1.441807e+11,-4.152143e+10, 6.807737e+11,3.772219e+11
9.383770e+07,1.902535e+07, 5.669992e+10,-1.403394e+10, 1.448507e+11,-3.904205e+10, 6.802254e+11,3.782085e+11
9.436029e+07,1.916166e+07, 5.740692e+10,-9.977144e+09, 1.454782e+11,-3.655119e+10, 6.796756e+11,3.791943e+11
9.488441e+07,1.929868e+07, 5.782562e+10,-5.870062e+09, 1.460629e+11,-3.404956e+10, 6.791245e+11,3.801793e+11
9.541008e+07,1.943643e+07, 5.795169e+10,-1.733127e+09, 1.466047e+11,-3.153791e+10, 6.785719e+11,3.811635e+11
9.593728e+07,1.957492e+07, 5.778225e+10,2.412761e+09, 1.471034e+11,-2.901697e+10, 6.780179e+11,3.821470e+11
9.646603e+07,1.971415e+07, 5.731592e+10,6.546332e+09, 1.475587e+11,-2.648747e+10, 6.774624e+11,3.831296e+11
9.699632e+07,1.985413e+07, 5.655286e+10,1.064606e+10, 1.479707e+11,-2.395017e+10, 6.769055e+11,3.841114e+11
9.752814e+07,1.999487e+07, 5.549483e+10,1.469027e+10, 1.483390e+11,-2.140580e+10, 6.763472e+11,3.850924e+11
9.806150e+07,2.013637e+07, 5.414523e+10,1.865726e+10, 1.486636e+11,-1.885511e+10, 6.757875e+11,3.860726e+11
9.859639e+07,2.027865e+07, 5.250914e+10,2.252546e+10, 1.489444e+11,-1.629884e+10, 6.752264e+11,3.870520e+11
9.913282e+07,2.042172e+07, 5.059328e+10,2.627353e+10, 1.491813e+11,-1.373776e+10, 6.746638e+11,3.880306e+11
9.967078e+07,2.056557e+07, 4.840608e+10,2.988053e+10, 1.493741e+11,-1.117262e+10, 6.740998e+11,3.890083e+11
1.002103e+08,2.071022e+07, 4.595764e+10,3.332604e+10, 1.495228e+11,-8.604170e+09, 6.735345e+11,3.899852e+11
1.007513e+08,2.085567e+07, 4.325970e+10,3.659034e+10, 1.496274e+11,-6.033169e+09, 6.729676e+11,3.909614e+11
1.012938e+08,2.100194e+07, 4.032559e+10,3.965454e+10, 1.496878e+11,-3.460376e+09, 6.723994e+11,3.919367e+11
1.018379e+08,2.114903e+07, 3.717023e+10,4.250072e+10, 1.497039e+11,-8.865517e+08, 6.718298e+11,3.929111e+11
1.023834e+08,2.129694e+07, 3.380998e+10,4.511211e+10, 1.496758e+11,1.687542e+09, 6.712587e+11,3.938848e+11
1.029305e+08,2.144569e+07, 3.026260e+10,4.747318e+10, 1.496034e+11,4.261144e+09, 6.706863e+11,3.948576e+11
1.034791e+08,2.159527e+07, 2.654716e+10,4.956982e+10, 1.494867e+11,6.833492e+09, 6.701124e+11,3.958296e+11
1.040292e+08,2.174571e+07, 2.268387e+10,5.138942e+10, 1.493257e+11,9.403822e+09, 6.695371e+11,3.968007e+11
1.045808e+08,2.189699e+07, 1.869397e+10,5.292102e+10, 1.491205e+11,1.197137e+10, 6.689604e+11,3.977710e+11
1.051338e+08,2.204913e+07, 1.459963e+10,5.415538e+10, 1.488711e+11,1.453538e+10, 6.683823e+11,3.987405e+11
1.056884e+08,2.220214e+07, 1.042371e+10,5.508507e+10, 1.485775e+11,1.709508e+10, 6.678028e+11,3.997092e+11
1.062444e+08,2.235602e+07, 6.189664e+09,5.570455e+10, 1.482399e+11,1.964972e+10, 6.672219e+11,4.006770e+11
1.068020e+08,2.251077e+07, 1.921332e+09,5.601020e+10, 1.478583e+11,2.219853e+10, 6.666396e+11,4.016439e+11
1.073610e+08,2.266639e+07, -2.357224e+09,5.600035e+10, 1.474328e+11,2.474075e+10, 6.660559e+11,4.026100e+11
1.079214e+08,2.282290e+07, -6.621901e+09,5.567532e+10, 1.469635e+11,2.727562e+10, 6.654708e+11,4.035753e+11
1.084833e+08,2.298030e+07, -1.084874e+10,5.503737e+10, 1.464505e+11,2.980239e+10, 6.648843e+11,4.045397e+11
1.090467e+08,2.313858e+07, -1.501408e+10,5.409070e+10, 1.458940e+11,3.232030e+10, 6.642964e+11,4.055033e+11
1.096115e+08,2.329776e+07, -1.909478e+10,5.284139e+10, 1.452941e+11,3.482860e+10, 6.637071e+11,4.064660e+11
1.101778e+08,2.345784e+07, -2.306831e+10,5.129736e+10, 1.446510e+11,3.732654e+10, 6.631164e+11,4.074279e+11
1.107455e+08,2.361881e+07, -2.691298e+10,4.946828e+10, 1.439648e+11,3.981337e+10, 6.625243e+11,4.083889e+11
1.113146e+08,2.378068e+07, -3.060803e+10,4.736544e+10, 1.432358e+11,4.228834e+10, 6.619308e+11,4.093490e+11
1.118852e+08,2.394345e+07, -3.413379e+10,4.500171e+10, 1.424641e+11,4.475071e+10, 6.613359e+11,4.103083e+11
1.124572e+08,2.410713e+07, -3.747179e+10,4.239138e+10, 1.416499e+11,4.719974e+10, 6.607396e+11,4.112668e+11
1.130306e+08,2.427172e+07, -4.060486e+10,3.955004e+10, 1.407935e+11,4.963470e+10, 6.601420e+11,4.122243e+11
1.136054e+08,2.443721e+07, -4.351721e+10,3.649445e+10, 1.398951e+11,5.205485e+10, 6.595429e+11,4.131810e+11
1.141816e+08,2.460361e+07, -4.619454e+10,3.324241e+10, 1.389549e+11,5.445946e+10, 6.589425e+11,4.141368e+11
1.147593e+08,2.477092e+07, -4.862406e+10,2.981262e+10, 1.379733e+11,5.684780e+10, 6.583407e+11,4.150918e+11
1.153383e+08,2.493914e+07, -5.079454e+10,2.622451e+10, 1.369505e+11,5.921917e+10, 6.577375e+11,4.160459e+11
1.159188e+08,2.510827e+07, -5.269635e+10,2.249814e+10, 1.358867e+11,6.157284e+10, 6.571329e+11,4.169991e+11
1.165006e+08,2.527832e+07, -5.432148e+10,1.865403e+10, 1.347824e+11,6.390809e+10, 6.565269e+11,4.179514e+11
1.170838e+08,2.544927e+07, -5.566351e+10,1.471305e+10, 1.336377e+11,6.622423e+10, 6.559196e+11,4.189028e+11
1.176684e+08,2.562114e+07, -5.671765e+10,1.069626e+10, 1.324531e+11,6.852056e+10, 6.553108e+11,4.198534e+11
1.182544e+08,2.579392e+07, -5.748066e+10,6.624817e+09, 1.312288e+11,7.079637e+10, 6.547007e+11,4.208031e+11
1.188418e+08,2.596762e+07, -5.795089e+10,2.519831e+09, 1.299653e+11,7.305098e+10, 6.540892e+11,4.217519e+11
1.194305e+08,2.614223e+07, -5.812818e+10,-1.597735e+09, 1.286628e+11,7.528370e+10, 6.534764e+11,4.226998e+11
1.200207e+08,2.631775e+07, -5.801385e+10,-5.707171e+09, 1.273218e+11,7.749386e+10, 6.528622e+11,4.236468e+11
1.206122e+08,2.649419e+07, -5.761065e+10,-9.788114e+09, 1.259427e+11,7.968078e+10, 6.522465e+11,4.245930e+11
1.212051e+08,2.667154e+07, -5.692267e+10,-1.382065e+10, 1.245258e+11,8.184380e+10, 6.516296e+11,4.255382e+11
1.217994e+08,2.684981e+07, -5.595533e+10,-1.778536e+10, 1.230716e+11,8.398227e+10, 6.510112e+11,4.264825e+11
